,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
1585,BDCQ.SF2BB1CA,2020.03,621.335,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
1586,BDCQ.SF2BB1CA,2020.06,577.13,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
1587,BDCQ.SF2BB1CA,2020.09,528.234,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
1588,BDCQ.SF2BB1CA,2020.12,593.05,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
1589,BDCQ.SF2BB1CA,2021.03,557.552,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
1590,BDCQ.SF2CC1CA,2016.06,8583.387,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1591,BDCQ.SF2CC1CA,2016.09,6762.819,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1592,BDCQ.SF2CC1CA,2016.12,9745.161,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1593,BDCQ.SF2CC1CA,2017.03,9639.343,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1594,BDCQ.SF2CC1CA,2017.06,9644.515,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1595,BDCQ.SF2CC1CA,2017.09,8178.247,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1596,BDCQ.SF2CC1CA,2017.12,10654.044,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1597,BDCQ.SF2CC1CA,2018.03,10387.143,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1598,BDCQ.SF2CC1CA,2018.06,10598.968,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1599,BDCQ.SF2CC1CA,2018.09,8527.784,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1600,BDCQ.SF2CC1CA,2018.12,11181.95,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1601,BDCQ.SF2CC1CA,2019.03,11094.75,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1602,BDCQ.SF2CC1CA,2019.06,10719.262,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1603,BDCQ.SF2CC1CA,2019.09,8953.428,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1604,BDCQ.SF2CC1CA,2019.12,12481.606,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1605,BDCQ.SF2CC1CA,2020.03,11375.004,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1606,BDCQ.SF2CC1CA,2020.06,10738.719,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1607,BDCQ.SF2CC1CA,2020.09,9175.31,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1608,BDCQ.SF2CC1CA,2020.12,11803.382,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1609,BDCQ.SF2CC1CA,2021.03,11773.978,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
1610,BDCQ.SF2CC2CA,2016.06,381.108,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1611,BDCQ.SF2CC2CA,2016.09,365.938,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1612,BDCQ.SF2CC2CA,2016.12,336.06,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1613,BDCQ.SF2CC2CA,2017.03,379.005,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1614,BDCQ.SF2CC2CA,2017.06,363.829,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1615,BDCQ.SF2CC2CA,2017.09,362.323,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1616,BDCQ.SF2CC2CA,2017.12,372.797,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1617,BDCQ.SF2CC2CA,2018.03,377.845,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1618,BDCQ.SF2CC2CA,2018.06,396.162,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1619,BDCQ.SF2CC2CA,2018.09,388.968,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1620,BDCQ.SF2CC2CA,2018.12,368.726,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1621,BDCQ.SF2CC2CA,2019.03,380.822,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1622,BDCQ.SF2CC2CA,2019.06,341.389,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1623,BDCQ.SF2CC2CA,2019.09,362.39,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1624,BDCQ.SF2CC2CA,2019.12,346.191,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1625,BDCQ.SF2CC2CA,2020.03,308.116,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1626,BDCQ.SF2CC2CA,2020.06,222.776,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1627,BDCQ.SF2CC2CA,2020.09,330.791,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1628,BDCQ.SF2CC2CA,2020.12,315.824,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1629,BDCQ.SF2CC2CA,2021.03,317.27,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
1630,BDCQ.SF2CC3CA,2016.06,1749.535,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1631,BDCQ.SF2CC3CA,2016.09,1726.374,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1632,BDCQ.SF2CC3CA,2016.12,1611.543,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1633,BDCQ.SF2CC3CA,2017.03,1584.134,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1634,BDCQ.SF2CC3CA,2017.06,1713.337,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1635,BDCQ.SF2CC3CA,2017.09,1775.458,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1636,BDCQ.SF2CC3CA,2017.12,1705.49,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1637,BDCQ.SF2CC3CA,2018.03,1677.047,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1638,BDCQ.SF2CC3CA,2018.06,1855.671,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1639,BDCQ.SF2CC3CA,2018.09,1807.769,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1640,BDCQ.SF2CC3CA,2018.12,1810.018,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1641,BDCQ.SF2CC3CA,2019.03,1728.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1642,BDCQ.SF2CC3CA,2019.06,1896.154,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1643,BDCQ.SF2CC3CA,2019.09,1872.256,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1644,BDCQ.SF2CC3CA,2019.12,1790.392,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1645,BDCQ.SF2CC3CA,2020.03,1679.871,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1646,BDCQ.SF2CC3CA,2020.06,1439.805,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1647,BDCQ.SF2CC3CA,2020.09,1810.385,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1648,BDCQ.SF2CC3CA,2020.12,1836.026,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1649,BDCQ.SF2CC3CA,2021.03,1729.517,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
1650,BDCQ.SF2CC4CA,2016.06,254.092,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1651,BDCQ.SF2CC4CA,2016.09,246.931,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1652,BDCQ.SF2CC4CA,2016.12,258.927,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1653,BDCQ.SF2CC4CA,2017.03,218.668,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1654,BDCQ.SF2CC4CA,2017.06,225.92,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1655,BDCQ.SF2CC4CA,2017.09,235.919,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1656,BDCQ.SF2CC4CA,2017.12,244.598,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1657,BDCQ.SF2CC4CA,2018.03,239.293,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1658,BDCQ.SF2CC4CA,2018.06,237.354,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1659,BDCQ.SF2CC4CA,2018.09,243.025,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1660,BDCQ.SF2CC4CA,2018.12,260.767,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1661,BDCQ.SF2CC4CA,2019.03,239.873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1662,BDCQ.SF2CC4CA,2019.06,223.451,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1663,BDCQ.SF2CC4CA,2019.09,231.062,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1664,BDCQ.SF2CC4CA,2019.12,227.556,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1665,BDCQ.SF2CC4CA,2020.03,204.501,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1666,BDCQ.SF2CC4CA,2020.06,166.241,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1667,BDCQ.SF2CC4CA,2020.09,196.593,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1668,BDCQ.SF2CC4CA,2020.12,224.441,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1669,BDCQ.SF2CC4CA,2021.03,201.303,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
1670,BDCQ.SF2CC5CA,2016.06,2792.002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1671,BDCQ.SF2CC5CA,2016.09,2949.43,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1672,BDCQ.SF2CC5CA,2016.12,3330.022,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1673,BDCQ.SF2CC5CA,2017.03,3288.163,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1674,BDCQ.SF2CC5CA,2017.06,2997.221,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1675,BDCQ.SF2CC5CA,2017.09,3301.549,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1676,BDCQ.SF2CC5CA,2017.12,3812.037,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1677,BDCQ.SF2CC5CA,2018.03,3545.566,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1678,BDCQ.SF2CC5CA,2018.06,3714.747,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1679,BDCQ.SF2CC5CA,2018.09,3996.547,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1680,BDCQ.SF2CC5CA,2018.12,3868.715,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1681,BDCQ.SF2CC5CA,2019.03,3728.996,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1682,BDCQ.SF2CC5CA,2019.06,3438.477,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1683,BDCQ.SF2CC5CA,2019.09,3529.338,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1684,BDCQ.SF2CC5CA,2019.12,4018.56,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1685,BDCQ.SF2CC5CA,2020.03,3485.124,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1686,BDCQ.SF2CC5CA,2020.06,2437.33,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1687,BDCQ.SF2CC5CA,2020.09,2893.667,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1688,BDCQ.SF2CC5CA,2020.12,3335.108,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1689,BDCQ.SF2CC5CA,2021.03,3141.74,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
1690,BDCQ.SF2CC6CA,2016.06,597.712,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1691,BDCQ.SF2CC6CA,2016.09,615.247,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1692,BDCQ.SF2CC6CA,2016.12,620.816,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1693,BDCQ.SF2CC6CA,2017.03,557.75,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1694,BDCQ.SF2CC6CA,2017.06,603.397,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1695,BDCQ.SF2CC6CA,2017.09,625.553,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1696,BDCQ.SF2CC6CA,2017.12,637.522,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1697,BDCQ.SF2CC6CA,2018.03,537.556,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1698,BDCQ.SF2CC6CA,2018.06,622.274,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1699,BDCQ.SF2CC6CA,2018.09,677.11,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1700,BDCQ.SF2CC6CA,2018.12,609.255,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1701,BDCQ.SF2CC6CA,2019.03,606.303,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1702,BDCQ.SF2CC6CA,2019.06,648.694,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1703,BDCQ.SF2CC6CA,2019.09,654.481,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1704,BDCQ.SF2CC6CA,2019.12,658.609,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1705,BDCQ.SF2CC6CA,2020.03,600.789,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1706,BDCQ.SF2CC6CA,2020.06,472.71,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1707,BDCQ.SF2CC6CA,2020.09,668.229,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1708,BDCQ.SF2CC6CA,2020.12,644.343,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1709,BDCQ.SF2CC6CA,2021.03,612.4,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
1710,BDCQ.SF2CC7CA,2016.06,1702.128,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
1711,BDCQ.SF2CC7CA,2016.09,1784.602,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
1712,BDCQ.SF2CC7CA,2016.12,1766.335,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
1713,BDCQ.SF2CC7CA,2017.03,1768.032,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
1714,BDCQ.SF2CC7CA,2017.06,1936.265,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
1715,BDCQ.SF2CC7CA,2017.09,2038.021,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
1716,BDCQ.SF2CC7CA,2017.12,1987.54,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
1717,BDCQ.SF2CC7CA,2018.03,1816.268,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
1718,BDCQ.SF2CC7CA,2018.06,2080.705,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
1719,BDCQ.SF2CC7CA,2018.09,2145.688,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
1720,BDCQ.SF2CC7CA,2018.12,2085.692,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Metal Product Manufacturing,Current prices,Unadjusted,
