,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
871,BDCQ.SF1FF1CS,2019.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Seasonally adjusted,
872,BDCQ.SF1FF1CS,2019.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Seasonally adjusted,
873,BDCQ.SF1FF1CS,2019.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Seasonally adjusted,
874,BDCQ.SF1FF1CS,2019.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Seasonally adjusted,
875,BDCQ.SF1FF1CS,2020.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Seasonally adjusted,
876,BDCQ.SF1FF1CS,2020.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Seasonally adjusted,
877,BDCQ.SF1FF1CS,2020.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Seasonally adjusted,
878,BDCQ.SF1FF1CS,2020.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Seasonally adjusted,
879,BDCQ.SF1FF1CS,2021.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Seasonally adjusted,
880,BDCQ.SF1FF1CT,2016.06,23623.939,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
881,BDCQ.SF1FF1CT,2016.09,23854.858,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
882,BDCQ.SF1FF1CT,2016.12,24236.974,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
883,BDCQ.SF1FF1CT,2017.03,24725.99,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
884,BDCQ.SF1FF1CT,2017.06,25089.21,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
885,BDCQ.SF1FF1CT,2017.09,25440.658,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
886,BDCQ.SF1FF1CT,2017.12,25887.364,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
887,BDCQ.SF1FF1CT,2018.03,26381.989,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
888,BDCQ.SF1FF1CT,2018.06,26904.152,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
889,BDCQ.SF1FF1CT,2018.09,27372.846,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
890,BDCQ.SF1FF1CT,2018.12,27621.257,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
891,BDCQ.SF1FF1CT,2019.03,27773.074,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
892,BDCQ.SF1FF1CT,2019.06,27835.669,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
893,BDCQ.SF1FF1CT,2019.09,27935.021,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
894,BDCQ.SF1FF1CT,2019.12,28089.752,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
895,BDCQ.SF1FF1CT,2020.03,28369.926,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
896,BDCQ.SF1FF1CT,2020.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
897,BDCQ.SF1FF1CT,2020.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
898,BDCQ.SF1FF1CT,2020.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
899,BDCQ.SF1FF1CT,2021.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Trend,
900,BDCQ.SF1GH1CA,2017.09,18374.424,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
901,BDCQ.SF1GH1CA,2017.12,21112.477,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
902,BDCQ.SF1GH1CA,2018.03,18994.22,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
903,BDCQ.SF1GH1CA,2018.06,19160.244,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
904,BDCQ.SF1GH1CA,2018.09,19156.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
905,BDCQ.SF1GH1CA,2018.12,21992.054,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
906,BDCQ.SF1GH1CA,2019.03,19685.968,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
907,BDCQ.SF1GH1CA,2019.06,19810.531,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
908,BDCQ.SF1GH1CA,2019.09,19877.469,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
909,BDCQ.SF1GH1CA,2019.12,22705.92,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
910,BDCQ.SF1GH1CA,2020.03,20640.323,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
911,BDCQ.SF1GH1CA,2020.06,17775.1,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
912,BDCQ.SF1GH1CA,2020.09,21849.754,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
913,BDCQ.SF1GH1CA,2020.12,24242.314,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
914,BDCQ.SF1GH1CA,2021.03,22220.009,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
915,BDCQ.SF1GH1CS,2017.09,19090.655,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
916,BDCQ.SF1GH1CS,2017.12,19372.408,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
917,BDCQ.SF1GH1CS,2018.03,19464.669,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
918,BDCQ.SF1GH1CS,2018.06,19712.524,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
919,BDCQ.SF1GH1CS,2018.09,19908.391,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
920,BDCQ.SF1GH1CS,2018.12,20177.322,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
921,BDCQ.SF1GH1CS,2019.03,20170.835,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
922,BDCQ.SF1GH1CS,2019.06,20384.313,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
923,BDCQ.SF1GH1CS,2019.09,20656.859,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
924,BDCQ.SF1GH1CS,2019.12,20835.081,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
925,BDCQ.SF1GH1CS,2020.03,21141.729,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
926,BDCQ.SF1GH1CS,2020.06,18297.758,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
927,BDCQ.SF1GH1CS,2020.09,22695.79,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
928,BDCQ.SF1GH1CS,2020.12,22253.802,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
929,BDCQ.SF1GH1CS,2021.03,22752.587,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Seasonally adjusted,
930,BDCQ.SF1GH1CT,2017.09,19146.543,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
931,BDCQ.SF1GH1CT,2017.12,19317.706,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
932,BDCQ.SF1GH1CT,2018.03,19505.25,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
933,BDCQ.SF1GH1CT,2018.06,19688.1,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
934,BDCQ.SF1GH1CT,2018.09,19943.161,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
935,BDCQ.SF1GH1CT,2018.12,20115.36,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
936,BDCQ.SF1GH1CT,2019.03,20219.023,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
937,BDCQ.SF1GH1CT,2019.06,20383.762,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
938,BDCQ.SF1GH1CT,2019.09,20629.24,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
939,BDCQ.SF1GH1CT,2019.12,20856.307,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
940,BDCQ.SF1GH1CT,2020.03,21139.14,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
941,BDCQ.SF1GH1CT,2020.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
942,BDCQ.SF1GH1CT,2020.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
943,BDCQ.SF1GH1CT,2020.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
944,BDCQ.SF1GH1CT,2021.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Trend,
945,BDCQ.SF1GH2CA,2017.09,3570.189,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
946,BDCQ.SF1GH2CA,2017.12,4062.285,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
947,BDCQ.SF1GH2CA,2018.03,4131.369,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
948,BDCQ.SF1GH2CA,2018.06,3755.582,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
949,BDCQ.SF1GH2CA,2018.09,3658.582,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
950,BDCQ.SF1GH2CA,2018.12,4320.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
951,BDCQ.SF1GH2CA,2019.03,4288.873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
952,BDCQ.SF1GH2CA,2019.06,3887.467,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
953,BDCQ.SF1GH2CA,2019.09,3898.683,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
954,BDCQ.SF1GH2CA,2019.12,4492.364,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
955,BDCQ.SF1GH2CA,2020.03,4153.621,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
956,BDCQ.SF1GH2CA,2020.06,2276.721,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
957,BDCQ.SF1GH2CA,2020.09,3695.481,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
958,BDCQ.SF1GH2CA,2020.12,4276.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
959,BDCQ.SF1GH2CA,2021.03,4180.847,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
960,BDCQ.SF1GH2CS,2017.09,3810.889,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
961,BDCQ.SF1GH2CS,2017.12,3843.261,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
962,BDCQ.SF1GH2CS,2018.03,3902.349,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
963,BDCQ.SF1GH2CS,2018.06,3958.936,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
964,BDCQ.SF1GH2CS,2018.09,3930.199,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
965,BDCQ.SF1GH2CS,2018.12,4055.697,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
966,BDCQ.SF1GH2CS,2019.03,4059.313,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
967,BDCQ.SF1GH2CS,2019.06,4105.973,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
968,BDCQ.SF1GH2CS,2019.09,4202.772,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
969,BDCQ.SF1GH2CS,2019.12,4193.034,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
970,BDCQ.SF1GH2CS,2020.03,3933.347,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
971,BDCQ.SF1GH2CS,2020.06,2410.855,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
972,BDCQ.SF1GH2CS,2020.09,3990.921,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
973,BDCQ.SF1GH2CS,2020.12,3979.34,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
974,BDCQ.SF1GH2CS,2021.03,3959.066,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Seasonally adjusted,
975,BDCQ.SF1GH2CT,2017.09,3821.518,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
976,BDCQ.SF1GH2CT,2017.12,3846.116,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
977,BDCQ.SF1GH2CT,2018.03,3903.389,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
978,BDCQ.SF1GH2CT,2018.06,3946.849,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
979,BDCQ.SF1GH2CT,2018.09,3990.129,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
980,BDCQ.SF1GH2CT,2018.12,4034.897,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
981,BDCQ.SF1GH2CT,2019.03,4068.006,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
982,BDCQ.SF1GH2CT,2019.06,4117.998,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
983,BDCQ.SF1GH2CT,2019.09,4187.938,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
984,BDCQ.SF1GH2CT,2019.12,4191.838,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
985,BDCQ.SF1GH2CT,2020.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
986,BDCQ.SF1GH2CT,2020.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
987,BDCQ.SF1GH2CT,2020.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
988,BDCQ.SF1GH2CT,2020.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
989,BDCQ.SF1GH2CT,2021.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Trend,
990,BDCQ.SF1II1CA,2016.06,7024.368,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
991,BDCQ.SF1II1CA,2016.09,7233.169,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
992,BDCQ.SF1II1CA,2016.12,7717.537,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
993,BDCQ.SF1II1CA,2017.03,7597.414,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
994,BDCQ.SF1II1CA,2017.06,7365.659,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
995,BDCQ.SF1II1CA,2017.09,7386.538,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
996,BDCQ.SF1II1CA,2017.12,8080.842,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
997,BDCQ.SF1II1CA,2018.03,8009.297,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
998,BDCQ.SF1II1CA,2018.06,7680.003,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
999,BDCQ.SF1II1CA,2018.09,7871.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1000,BDCQ.SF1II1CA,2018.12,8432.733,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1001,BDCQ.SF1II1CA,2019.03,8288.146,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1002,BDCQ.SF1II1CA,2019.06,8208.005,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1003,BDCQ.SF1II1CA,2019.09,8135.532,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1004,BDCQ.SF1II1CA,2019.12,8710.524,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1005,BDCQ.SF1II1CA,2020.03,7937.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1006,BDCQ.SF1II1CA,2020.06,5548.719,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1007,BDCQ.SF1II1CA,2020.09,6523.507,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1008,BDCQ.SF1II1CA,2020.12,7107.32,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1009,BDCQ.SF1II1CA,2021.03,6958.335,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
1010,BDCQ.SF1II1CS,2016.06,7196.284,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1011,BDCQ.SF1II1CS,2016.09,7424.65,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1012,BDCQ.SF1II1CS,2016.12,7424.731,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1013,BDCQ.SF1II1CS,2017.03,7518.65,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1014,BDCQ.SF1II1CS,2017.06,7565.043,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1015,BDCQ.SF1II1CS,2017.09,7564.588,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1016,BDCQ.SF1II1CS,2017.12,7754.117,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1017,BDCQ.SF1II1CS,2018.03,7956.509,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1018,BDCQ.SF1II1CS,2018.06,7888.195,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1019,BDCQ.SF1II1CS,2018.09,8056.203,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1020,BDCQ.SF1II1CS,2018.12,8061.752,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1021,BDCQ.SF1II1CS,2019.03,8275.352,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1022,BDCQ.SF1II1CS,2019.06,8421.212,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1023,BDCQ.SF1II1CS,2019.09,8325.687,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1024,BDCQ.SF1II1CS,2019.12,8297.584,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1025,BDCQ.SF1II1CS,2020.03,7965.416,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
1026,BDCQ.SF1II1CS,2020.06,5684.915,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Seasonally adjusted,
